frame.number|frame.interface_name|frame.time_epoch|_ws.col.ipsrc|_ws.col.ipdst|ip.src_host|ip.dst_host|tcp.stream|tcp.srcport|tcp.dstport|tcp.window_size|tcp.flags|tcp.option_kind|tcp.seq|tcp.len|tcp.ack|tcp.options.timestamp.tsval|tcp.options.timestamp.tsecr|mptcp.expected_token|mptcp.stream|tcp.options.mptcp.sendkey|tcp.options.mptcp.recvkey|tcp.options.mptcp.recvtok|tcp.options.mptcp.datafin.flag|tcp.options.mptcp.version|tcp.options.mptcp.subtype|tcp.options.mptcp.rawdataseqno|tcp.options.mptcp.rawdataack|tcp.options.mptcp.subflowseqno|tcp.options.mptcp.datalvllen|tcp.options.mptcp.addrid|mptcp.rawdsn64|mptcp.ack|mptcp.dsn|mptcp.related_mapping|mptcp.reinjection_of|mptcp.reinjected_in
116|any|1529916724.430658280|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|258048|0x00000010|1,1,8,30|1|0|15709|908367043|69||1||||0||2||3017846751||||13300256311687443145|28598|1|||
117|any|1529916724.433499697|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|15709|2856|1|908366992|233||1||||0||2|3017891019|3485921993|15709|2856||6246007917517036747|1|72866|117||
118|any|1529916724.444393002|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|263680|0x00000010|1,1,8,30|1|0|18565|908367057|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
119|any|1529916724.443305225|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|18565|1428|1|908367003|233||1||||0||2|3017893875|3485921993|18565|1428||6246007917517039603|1|75722|119||
120|any|1529916724.459017068|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|19993|2856|1|908367018|243||1||||0||2|3017895303|3485921993|19993|7140||6246007917517041031|1|77150|120||
121|any|1529916724.461289031|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|266752|0x00000010|1,1,8,30|1|0|19993|908367070|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
122|any|1529916724.466230049|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|22849|2856|1|908367020|243||1||||0||2||3485921993||||6246007917517043887|1|80006|120||
123|any|1529916724.469556261|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|272384|0x00000010|1,1,8,30|1|0|22849|908367083|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
124|any|1529916724.476375640|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|278016|0x00000010|1,1,8,30|1|0|25705|908367090|70||1||||0||2||3017846751||||13300256311687443145|28598|1|||
125|any|1529916724.478701451|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|25705|1428|1|908367023|243||1||||0||2||3485921993||||6246007917517046743|1|82862|120||
126|any|1529916724.483757316|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|27133|1428|1|908367033|243||1||||0||2|3017902443|3485921993|27133|1428||6246007917517048171|1|84290|126||
127|any|1529916724.488766076|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|281088|0x00000010|1,1,8,30|1|0|27133|908367102|79||1||||0||2||3017846751||||13300256311687443145|28598|1|||
128|any|1529916724.490953411|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|28561|1428|1|908367050|243||1||||0||2|3017903871|3485921993|28561|1428||6246007917517049599|1|85718|128||
129|any|1529916724.496418701|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|283648|0x00000010|1,1,8,30|1|0|28561|908367107|74||1||||0||2||3017846751||||13300256311687443145|28598|1|||
130|any|1529916724.501468088|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|286720|0x00000010|1,1,8,30|1|0|29989|908367115|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
131|any|1529916724.514553259|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|42878|2856|1|908367073|250||1||||0||2|3017905299|3485921993|42878|5712||6246007917517051027|1|87146|131||
132|any|1529916724.522337175|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|45734|2856|1|908367075|250||1||||0||2||3485921993||||6246007917517053883|1|90002|131||
133|any|1529916724.524802854|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|292352|0x00000010|1,1,8,30|1|0|45734|908367138|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
134|any|1529916724.532545073|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|297984|0x00000010|1,1,8,30|1|0|48590|908367146|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
135|any|1529916724.551631286|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|48590|2856|1|908367100|268||1||||0||2|3017911011|3485921993|48590|5712||6246007917517056739|1|92858|135||
136|any|1529916724.558746164|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|51446|2856|1|908367112|268||1||||0||2||3485921993||||6246007917517059595|1|95714|135||
137|any|1529916724.564058756|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|304128|0x00000010|1,1,8,30|1|0|51446|908367175|75||1||||0||2||3017846751||||13300256311687443145|28598|1|||
138|any|1529916724.569243588|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|309760|0x00000010|1,1,8,30|1|0|54302|908367183|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
139|any|1529916724.571673891|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|54302|2856|1|908367131|298||1||||0||2|3017916723|3485921993|54302|5712||6246007917517062451|1|98570|139||
140|any|1529916724.582448521|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|315392|0x00000010|1,1,8,30|1|0|57158|908367195|64||1||||0||2||3017846751||||13300256311687443145|28598|1|||
141|any|1529916724.582447409|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|57158|2856|1|908367133|298||1||||0||2||3485921993||||6246007917517065307|1|101426|139||
142|any|1529916724.594692883|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|321024|0x00000010|1,1,8,30|1|0|60014|908367206|73||1||||0||2||3017846751||||13300256311687443145|28598|1|||
143|any|1529916724.599227909|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|60014|2856|1|908367157|231||1||||0||2|3017922435|3485921993|60014|5712||6246007917517068163|1|104282|143||
144|any|1529916724.607541349|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|62870|2856|1|908367160|231||1||||0||2||3485921993||||6246007917517071019|1|107138|143||
145|any|1529916724.609774205|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|326656|0x00000010|1,1,8,30|1|0|62870|908367223|66||1||||0||2||3017846751||||13300256311687443145|28598|1|||
146|any|1529916724.620083258|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|332288|0x00000010|1,1,8,30|1|0|65726|908367231|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
147|any|1529916724.620086189|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|65726|2856|1|908367173|242||1||||0||2|3017928147|3485921993|65726|5712||6246007917517073875|1|109994|147||
148|any|1529916724.629733418|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|68582|2856|1|908367180|242||1||||0||2||3485921993||||6246007917517076731|1|112850|147||
149|any|1529916724.632307765|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|337920|0x00000010|1,1,8,30|1|0|68582|908367244|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
150|any|1529916724.640241768|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|344064|0x00000010|1,1,8,30|1|0|71438|908367253|73||1||||0||2||3017846751||||13300256311687443145|28598|1|||
151|any|1529916724.649889081|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|71438|2856|1|908367204|256||1||||0||2|3017933859|3485921993|71438|5712||6246007917517079587|1|115706|151||
152|any|1529916724.655607741|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|74294|2856|1|908367211|256||1||||0||2||3485921993||||6246007917517082443|1|118562|151||
153|any|1529916724.660601221|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|349696|0x00000010|1,1,8,30|1|0|74294|908367273|69||1||||0||2||3017846751||||13300256311687443145|28598|1|||
154|any|1529916724.670607016|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|355328|0x00000010|1,1,8,30|1|0|77150|908367281|68||1||||0||2||3017846751||||13300256311687443145|28598|1|||
155|any|1529916724.676405580|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|77150|2856|1|908367229|273||1||||0||2|3017939571|3485921993|77150|5712||6246007917517085299|1|121418|155||
156|any|1529916724.676407558|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30,1,1|1|1428|1|908367251|277||1||||0||2|3017846751|3485921993|1|7140||6246007917516992479|1|28598|366||
157|any|1529916724.683980273|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|80006|2856|1|908367236|273||1||||0||2||3485921993||||6246007917517088155|1|124274|155||
158|any|1529916724.686748575|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|360960|0x00000010|1,1,8,30|1|0|80006|908367300|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
159|any|1529916724.695129631|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|369664|0x00000010|1,1,8,30|1|0|82862|908367308|71||1||||0||2||3017945283||||13300256311687443145|127130|1|||
160|any|1529916724.697187454|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017848179||||13300256311687443145|30026|1|||
161|any|1529916724.697189290|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017849607||||13300256311687443145|31454|1|||
162|any|1529916724.697190303|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017852463||||13300256311687443145|34310|1|||
163|any|1529916724.697191083|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017853891||||13300256311687443145|35738|1|||
164|any|1529916724.697191744|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017856747||||13300256311687443145|38594|1|||
165|any|1529916724.697192458|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017859603||||13300256311687443145|41450|1|||
166|any|1529916724.697193227|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017939571||||13300256311687443145|121418|1|||
167|any|1529916724.697193867|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|364032|0x00000010|1,1,8,30|1|0|14281|908367300|49||1||||0||2||3017939571||||13300256311687443145|121418|1|||
168|any|1529916724.704139850|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|908367307|40||1||||0||2||3017942427||||13300256311687443145|124274|1|||
169|any|1529916724.704141570|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|908367308|40||1||||0||2||3017945283||||13300256311687443145|127130|1|||
170|any|1529916724.726141186|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30,1,1|82862|1428|1|908367285|300||1||||0||2|3017945283|3485921993|82862|1428||6246007917517091011|1|127130|170||
171|any|1529916724.736972522|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|372736|0x00000010|1,1,8,30|1|0|84290|908367350|65||1||||0||2||3017946711||||13300256311687443145|128558|1|||
172|any|1529916724.736975661|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|84290|2856|1|908367295|300||1||||0||2|3017946711|3485921993|84290|9996||6246007917517092439|1|128558|172||
173|any|1529916724.746715328|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|372736|0x00000010|1,1,8,30|1|0|1|908367350|40||1||||0||2||3017946711||||13300256311687443145|128558|1|||
174|any|1529916724.747937702|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|378368|0x00000010|1,1,8,30|1|0|87146|908367360|65||1||||0||2||3017946711||||13300256311687443145|128558|1|||
175|any|1529916724.843610199|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|87146|2856|1|908367298|300||1||||0||2||3485921993||||6246007917517095295|1|131414|172||
176|any|1529916724.849556309|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|90002|2856|1|908367403|300||1||||0||2||3485921993||||6246007917517098151|1|134270|172||
177|any|1529916724.854891325|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|384000|0x00000010|1,1,8,30|1|0|90002|908367467|169||1||||0||2||3017946711||||13300256311687443145|128558|1|||
178|any|1529916724.861683803|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|389632|0x00000010|1,1,8,30|1|0|92858|908367473|70||1||||0||2||3017946711||||13300256311687443145|128558|1|||
179|any|1529916724.861687786|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|92858|1428|1|908367408|300||1||||0||2||3485921993||||6246007917517101007|1|137126|172||
180|any|1529916724.867637401|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|94286|2856|1|908367421|434||1||||0||2|3017956707|3485921993|94286|5712||6246007917517102435|1|138554|180||
181|any|1529916724.872649798|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|392704|0x00000010|1,1,8,30|1|0|94286|908367485|77||1||||0||2||3017956707||||13300256311687443145|138554|1|||
182|any|1529916724.877753200|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|398336|0x00000010|1,1,8,30|1|0|97142|908367491|70||1||||0||2||3017956707||||13300256311687443145|138554|1|||
183|any|1529916724.880027238|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|97142|2856|1|908367424|434||1||||0||2||3485921993||||6246007917517105291|1|141410|180||
184|any|1529916724.882654457|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|392704|0x00000010|1,1,8,30|1|0|1|908367485|40||1||||0||2||3017949567||||13300256311687443145|131414|1|||
185|any|1529916724.890208817|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|403968|0x00000010|1,1,8,30|1|0|99998|908367504|80||1||||0||2||3017962419||||13300256311687443145|144266|1|||
186|any|1529916724.891496853|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|29989|2856|1|908367437|383||1||||0||2|3017962419|3485921993|29989|2856||6246007917517108147|1|144266|186||
187|any|1529916724.900520202|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|403968|0x00000010|1,1,8,30|1|0|1|908367504|40||1||||0||2||3017962419||||13300256311687443145|144266|1|||
188|any|1529916724.902942584|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|409600|0x00000010|1,1,8,30|1|0|32845|908367515|78||1||||0||2||3017965275||||13300256311687443145|147122|1|||
189|any|1529916724.905273327|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|32845|2856|1|908367452|382||1||||0||2|3017965275|3485921993|32845|5712||6246007917517111003|1|147122|189||
190|any|1529916724.913379339|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|409600|0x00000010|1,1,8,30|1|0|1|908367515|40||1||||0||2||3017965275||||13300256311687443145|147122|1|||
191|any|1529916724.915756216|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|415232|0x00000010|1,1,8,30|1|0|35701|908367529|77||1||||0||2||3017965275||||13300256311687443145|147122|1|||
192|any|1529916724.915758467|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|35701|2856|1|908367454|382||1||||0||2||3485921993||||6246007917517113859|1|149978|189||
193|any|1529916724.926907868|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|421376|0x00000010|1,1,8,30|1|0|38557|908367539|85||1||||0||2||3017970987||||13300256311687443145|152834|1|||
194|any|1529916724.928190047|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|38557|2856|1|908367481|387||1||||0||2|3017970987|3485921993|38557|2856||6246007917517116715|1|152834|194||
195|any|1529916724.941766135|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|421376|0x00000010|1,1,8,30|1|0|1|908367539|40||1||||0||2||3017968131||||13300256311687443145|149978|1|||
196|any|1529916724.941767281|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|421376|0x00000010|1,1,8,30|1|0|1|908367539|40||1||||0||2||3017970987||||13300256311687443145|152834|1|||
197|any|1529916724.941768580|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|427008|0x00000010|1,1,8,30|1|0|41413|908367552|71||1||||0||2||3017973843||||13300256311687443145|155690|1|||
198|any|1529916724.948318461|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|427008|0x00000010|1,1,8,30|1|0|1|908367552|40||1||||0||2||3017973843||||13300256311687443145|155690|1|||
199|any|1529916725.071428573|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|41413|2856|1|908367632|400||1||||0||2|3017973843|3485921993|41413|5712||6246007917517119571|1|155690|199||
200|any|1529916725.079015029|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|44269|2856|1|908367634|400||1||||0||2||3485921993||||6246007917517122427|1|158546|199||
201|any|1529916725.081649810|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|432640|0x00000010|1,1,8,30|1|0|44269|908367695|63||1||||0||2||3017973843||||13300256311687443145|155690|1|||
202|any|1529916725.089312562|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|438272|0x00000010|1,1,8,30|1|0|47125|908367703|69||1||||0||2||3017979555||||13300256311687443145|161402|1|||
203|any|1529916725.092954052|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|47125|2856|1|908367652|547||1||||0||2|3017979555|3485921993|47125|5712||6246007917517125283|1|161402|203||
204|any|1529916725.099152881|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|908367703|40||1||||0||2||3017976699||||13300256311687443145|158546|1|||
205|any|1529916725.099154606|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|908367703|40||1||||0||2||3017979555||||13300256311687443145|161402|1|||
206|any|1529916725.103741538|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|443904|0x00000010|1,1,8,30|1|0|49981|908367716|64||1||||0||2||3017979555||||13300256311687443145|161402|1|||
207|any|1529916725.103743676|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|49981|2856|1|908367655|547||1||||0||2||3485921993||||6246007917517128139|1|164258|203||
208|any|1529916725.113414481|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|52837|2856|1|908367669|555||1||||0||2|3017985267|3485921993|52837|2856||6246007917517130995|1|167114|208||
209|any|1529916725.114409238|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|449536|0x00000010|1,1,8,30|1|0|52837|908367727|72||1||||0||2||3017985267||||13300256311687443145|167114|1|||
210|any|1529916725.123645685|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|455680|0x00000010|1,1,8,30|1|0|55693|908367737|68||1||||0||2||3017988123||||13300256311687443145|169970|1|||
211|any|1529916725.124904215|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|449536|0x00000010|1,1,8,30|1|0|1|908367727|40||1||||0||2||3017982411||||13300256311687443145|164258|1|||
212|any|1529916725.127457956|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|55693|1428|1|908367688|565||1||||0||2|3017988123|3485921993|55693|1428||6246007917517133851|1|169970|212||
213|any|1529916725.135075477|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|455680|0x00000010|1,1,8,30|1|0|1|908367737|40||1||||0||2||3017988123||||13300256311687443145|169970|1|||
214|any|1529916725.137496528|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|458240|0x00000010|1,1,8,30|1|0|57121|908367751|63||1||||0||2||3017989551||||13300256311687443145|171398|1|||
215|any|1529916725.148832608|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|458240|0x00000010|1,1,8,30|1|0|1|908367751|40||1||||0||2||3017989551||||13300256311687443145|171398|1|||
216|any|1529916725.237568178|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|57121|1428|1|908367794|565||1||||0||2|3017989551|3485921993|57121|1428||6246007917517135279|1|171398|216||
217|any|1529916725.248169691|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|461312|0x00000010|1,1,8,30|1|0|58549|908367861|67||1||||0||2||3017990979||||13300256311687443145|172826|1|||
218|any|1529916725.257393513|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|58549|2856|1|908367816|684||1||||0||2|3017990979|3485921993|58549|2856||6246007917517136707|1|172826|218||
219|any|1529916725.259963459|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|461312|0x00000010|1,1,8,30|1|0|1|908367861|40||1||||0||2||3017990979||||13300256311687443145|172826|1|||
220|any|1529916725.267813579|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|466944|0x00000010|1,1,8,30|1|0|61405|908367881|65||1||||0||2||3017993835||||13300256311687443145|175682|1|||
221|any|1529916725.276364574|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|99998|2856|1|908367836|681||1||||0||2|3017993835|3485921993|99998|5712||6246007917517139563|1|175682|221||
222|any|1529916725.278730469|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|466944|0x00000010|1,1,8,30|1|0|1|908367881|40||1||||0||2||3017993835||||13300256311687443145|175682|1|||
223|any|1529916725.282873552|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|102854|2856|1|908367838|681||1||||0||2||3485921993||||6246007917517142419|1|178538|221||
224|any|1529916725.288088731|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|472576|0x00000010|1,1,8,30|1|0|102854|908367900|64||1||||0||2||3017993835||||13300256311687443145|175682|1|||
225|any|1529916725.293000110|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|478208|0x00000010|1,1,8,30|1|0|105710|908367906|68||1||||0||2||3017999547||||13300256311687443145|181394|1|||
226|any|1529916725.296627211|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|105710|2856|1|908367856|695||1||||0||2|3017999547|3485921993|105710|5712||6246007917517145275|1|181394|226||
227|any|1529916725.305038606|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|478208|0x00000010|1,1,8,30|1|0|1|908367906|40||1||||0||2||3017996691||||13300256311687443145|178538|1|||
228|any|1529916725.307396951|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|484352|0x00000010|1,1,8,30|1|0|108566|908367920|64||1||||0||2||3017999547||||13300256311687443145|181394|1|||
229|any|1529916725.312975218|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|108566|2856|1|908367859|695||1||||0||2||3485921993||||6246007917517148131|1|184250|226||
230|any|1529916725.345331463|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|489984|0x00000010|1,1,8,30|1|0|111422|908367955|77||1||||0||2||3018005259||||13300256311687443145|187106|1|||
231|any|1529916725.345333035|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|489984|0x00000010|1,1,8,30|1|0|1|908367946|40||1||||0||2||3018002403||||13300256311687443145|184250|1|||
232|any|1529916725.400095028|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|111422|2856|1|908367958|700||1||||0||2|3018005259|3485921993|111422|5712||6246007917517150987|1|187106|232||
233|any|1529916725.405813907|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|114278|2856|1|908367960|700||1||||0||2||3485921993||||6246007917517153843|1|189962|232||
