packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
114|any|8.632446840|1529916724.389893613|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|249344|0x00000010|1,1,8,1,1,5,30|1|0|1|908366971|42||1||||0||2||3017846751||||13300256311687443145|28598|1|||
115|any|8.635754736|1529916724.393201509|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|18565|1428|1|908367003|233||1||||0||2|3017893875|3485921993|18565|1428||6246007917517039603|1|75722|115||
116|any|8.643885949|1529916724.401332722|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|243712|0x00000010|1,1,8,30|1|0|40022|908366964|77||1||||0||2||3017846751||||13300256311687443145|28598|1|||
117|any|8.650833264|1529916724.408280037|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|19993|2856|1|908367018|243||1||||0||2|3017895303|3485921993|19993|7140||6246007917517041031|1|77150|117||
118|any|8.656562515|1529916724.414009288|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|22849|2856|1|908367020|243||1||||0||2||3485921993||||6246007917517043887|1|80006|117||
119|any|8.656561400|1529916724.414008173|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|254976|0x00000010|1,1,8,30|1|0|42878|908366976|76||1||||0||2||3017846751||||13300256311687443145|28598|1|||
120|any|8.668580005|1529916724.426026778|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|25705|1428|1|908367023|243||1||||0||2||3485921993||||6246007917517046743|1|82862|117||
121|any|8.676050042|1529916724.433496815|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|27133|1428|1|908367033|243||1||||0||2|3017902443|3485921993|27133|1428||6246007917517048171|1|84290|121||
122|any|8.681039684|1529916724.438486457|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|28561|1428|1|908367050|243||1||||0||2|3017903871|3485921993|28561|1428||6246007917517049599|1|85718|122||
123|any|8.706584670|1529916724.464031443|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|42878|2856|1|908367073|250||1||||0||2|3017905299|3485921993|42878|5712||6246007917517051027|1|87146|123||
124|any|8.714837057|1529916724.472283830|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|45734|2856|1|908367075|250||1||||0||2||3485921993||||6246007917517053883|1|90002|123||
125|any|8.723508193|1529916724.480954966|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|258048|0x00000010|1,1,8,30|1|0|15709|908367043|69||1||||0||2||3017846751||||13300256311687443145|28598|1|||
126|any|8.744017205|1529916724.501463978|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|48590|2856|1|908367100|268||1||||0||2|3017911011|3485921993|48590|5712||6246007917517056739|1|92858|126||
127|any|8.744020615|1529916724.501467388|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|263680|0x00000010|1,1,8,30|1|0|18565|908367057|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
128|any|8.749736208|1529916724.507182981|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|51446|2856|1|908367112|268||1||||0||2||3485921993||||6246007917517059595|1|95714|126||
129|any|8.754738067|1529916724.512184840|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|266752|0x00000010|1,1,8,30|1|0|19993|908367070|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
130|any|8.762693434|1529916724.520140207|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|54302|2856|1|908367131|298||1||||0||2|3017916723|3485921993|54302|5712||6246007917517062451|1|98570|130||
131|any|8.762696541|1529916724.520143314|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|272384|0x00000010|1,1,8,30|1|0|22849|908367083|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
132|any|8.770378955|1529916724.527825728|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|278016|0x00000010|1,1,8,30|1|0|25705|908367090|70||1||||0||2||3017846751||||13300256311687443145|28598|1|||
133|any|8.774853253|1529916724.532300026|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|57158|2856|1|908367133|298||1||||0||2||3485921993||||6246007917517065307|1|101426|130||
134|any|8.783348053|1529916724.540794826|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|281088|0x00000010|1,1,8,30|1|0|27133|908367102|79||1||||0||2||3017846751||||13300256311687443145|28598|1|||
135|any|8.790726329|1529916724.548173102|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|60014|2856|1|908367157|231||1||||0||2|3017922435|3485921993|60014|5712||6246007917517068163|1|104282|135||
136|any|8.790729450|1529916724.548176223|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|283648|0x00000010|1,1,8,30|1|0|28561|908367107|74||1||||0||2||3017846751||||13300256311687443145|28598|1|||
137|any|8.794186127|1529916724.551632900|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|286720|0x00000010|1,1,8,30|1|0|29989|908367115|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
138|any|8.799107917|1529916724.556554690|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|62870|2856|1|908367160|231||1||||0||2||3485921993||||6246007917517071019|1|107138|135||
139|any|8.811794267|1529916724.569241040|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|65726|2856|1|908367173|242||1||||0||2|3017928147|3485921993|65726|5712||6246007917517073875|1|109994|139||
140|any|8.819287453|1529916724.576734226|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|292352|0x00000010|1,1,8,30|1|0|45734|908367138|65||1||||0||2||3017846751||||13300256311687443145|28598|1|||
141|any|8.822120214|1529916724.579566987|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|68582|2856|1|908367180|242||1||||0||2||3485921993||||6246007917517076731|1|112850|139||
142|any|8.827218618|1529916724.584665391|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|297984|0x00000010|1,1,8,30|1|0|48590|908367146|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
143|any|8.841778100|1529916724.599224873|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|71438|2856|1|908367204|256||1||||0||2|3017933859|3485921993|71438|5712||6246007917517079587|1|115706|143||
144|any|8.847496681|1529916724.604943454|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|74294|2856|1|908367211|256||1||||0||2||3485921993||||6246007917517082443|1|118562|143||
145|any|8.857294677|1529916724.614741450|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|304128|0x00000010|1,1,8,30|1|0|51446|908367175|75||1||||0||2||3017846751||||13300256311687443145|28598|1|||
146|any|8.862640382|1529916724.620087155|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|309760|0x00000010|1,1,8,30|1|0|54302|908367183|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
147|any|8.867595758|1529916724.625042531|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|77150|2856|1|908367229|273||1||||0||2|3017939571|3485921993|77150|5712||6246007917517085299|1|121418|147||
148|any|8.874863655|1529916724.632310428|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|80006|2856|1|908367236|273||1||||0||2||3485921993||||6246007917517088155|1|124274|147||
149|any|8.877795791|1529916724.635242564|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|315392|0x00000010|1,1,8,30|1|0|57158|908367195|64||1||||0||2||3017846751||||13300256311687443145|28598|1|||
150|any|8.887879789|1529916724.645326562|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|321024|0x00000010|1,1,8,30|1|0|60014|908367206|73||1||||0||2||3017846751||||13300256311687443145|28598|1|||
151|any|8.897820760|1529916724.655267533|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30,1,1|1|1428|1|908367251|277||1||||0||2|3017846751|3485921993|1|7140||6246007917516992479|1|28598|354||
152|any|8.903159120|1529916724.660605893|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|326656|0x00000010|1,1,8,30|1|0|62870|908367223|66||1||||0||2||3017846751||||13300256311687443145|28598|1|||
153|any|8.912916917|1529916724.670363690|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|332288|0x00000010|1,1,8,30|1|0|65726|908367231|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
154|any|8.916452282|1529916724.673899055|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30,1,1|82862|1428|1|908367285|300||1||||0||2|3017945283|3485921993|82862|1428||6246007917517091011|1|127130|154||
155|any|8.926535155|1529916724.683981928|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|337920|0x00000010|1,1,8,30|1|0|68582|908367244|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
156|any|8.929299424|1529916724.686746197|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|84290|2856|1|908367295|300||1||||0||2|3017946711|3485921993|84290|9996||6246007917517092439|1|128558|156||
157|any|8.933201289|1529916724.690648062|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|344064|0x00000010|1,1,8,30|1|0|71438|908367253|73||1||||0||2||3017846751||||13300256311687443145|28598|1|||
158|any|8.953328264|1529916724.710775037|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|349696|0x00000010|1,1,8,30|1|0|74294|908367273|69||1||||0||2||3017846751||||13300256311687443145|28598|1|||
159|any|8.960995273|1529916724.718442046|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017849607||||13300256311687443145|31454|1|||
160|any|8.960996240|1529916724.718443013|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017852463||||13300256311687443145|34310|1|||
161|any|8.960997016|1529916724.718443789|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017853891||||13300256311687443145|35738|1|||
162|any|8.960997582|1529916724.718444355|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017856747||||13300256311687443145|38594|1|||
163|any|8.960998232|1529916724.718445005|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|908367300|40||1||||0||2||3017939571||||13300256311687443145|121418|1|||
164|any|8.964153474|1529916724.721600247|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|355328|0x00000010|1,1,8,30|1|0|77150|908367281|68||1||||0||2||3017846751||||13300256311687443145|28598|1|||
165|any|8.968691264|1529916724.726138037|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|908367307|40||1||||0||2||3017942427||||13300256311687443145|124274|1|||
166|any|8.968692189|1529916724.726138962|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|908367308|40||1||||0||2||3017945283||||13300256311687443145|127130|1|||
167|any|8.979529915|1529916724.736976688|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|360960|0x00000010|1,1,8,30|1|0|80006|908367300|71||1||||0||2||3017846751||||13300256311687443145|28598|1|||
168|any|8.989267172|1529916724.746713945|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|369664|0x00000010|1,1,8,30|1|0|82862|908367308|71||1||||0||2||3017945283||||13300256311687443145|127130|1|||
169|any|9.031187475|1529916724.788634248|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|372736|0x00000010|1,1,8,30|1|0|84290|908367350|65||1||||0||2||3017946711||||13300256311687443145|128558|1|||
170|any|9.034020545|1529916724.791467318|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|87146|2856|1|908367298|300||1||||0||2||3485921993||||6246007917517095295|1|131414|156||
171|any|9.039642796|1529916724.797089569|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|90002|2856|1|908367403|300||1||||0||2||3485921993||||6246007917517098151|1|134270|156||
172|any|9.042677828|1529916724.800124601|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|378368|0x00000010|1,1,8,30|1|0|87146|908367360|65||1||||0||2||3017946711||||13300256311687443145|128558|1|||
173|any|9.052350020|1529916724.809796793|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|92858|1428|1|908367408|300||1||||0||2||3485921993||||6246007917517101007|1|137126|156||
174|any|9.058181443|1529916724.815628216|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|94286|2856|1|908367421|434||1||||0||2|3017956707|3485921993|94286|5712||6246007917517102435|1|138554|174||
175|any|9.069923419|1529916724.827370192|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|97142|2856|1|908367424|434||1||||0||2||3485921993||||6246007917517105291|1|141410|174||
176|any|9.083780261|1529916724.841227034|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|29989|2856|1|908367437|383||1||||0||2|3017962419|3485921993|29989|2856||6246007917517108147|1|144266|176||
177|any|9.094506533|1529916724.851953306|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|32845|2856|1|908367452|382||1||||0||2|3017965275|3485921993|32845|5712||6246007917517111003|1|147122|177||
178|any|9.107265449|1529916724.864712222|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|35701|2856|1|908367454|382||1||||0||2||3485921993||||6246007917517113859|1|149978|177||
179|any|9.118874471|1529916724.876321244|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|38557|2856|1|908367481|387||1||||0||2|3017970987|3485921993|38557|2856||6246007917517116715|1|152834|179||
180|any|9.145499043|1529916724.902945816|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|392704|0x00000010|1,1,8,30|1|0|1|908367485|40||1||||0||2||3017949567||||13300256311687443145|131414|1|||
181|any|9.147828389|1529916724.905275162|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|384000|0x00000010|1,1,8,30|1|0|90002|908367467|169||1||||0||2||3017946711||||13300256311687443145|128558|1|||
182|any|9.155934675|1529916724.913381448|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|389632|0x00000010|1,1,8,30|1|0|92858|908367473|70||1||||0||2||3017946711||||13300256311687443145|128558|1|||
183|any|9.164554314|1529916724.922001087|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|403968|0x00000010|1,1,8,30|1|0|1|908367504|40||1||||0||2||3017962419||||13300256311687443145|144266|1|||
184|any|9.165898299|1529916724.923345072|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|392704|0x00000010|1,1,8,30|1|0|94286|908367485|77||1||||0||2||3017956707||||13300256311687443145|138554|1|||
185|any|9.170744454|1529916724.928191227|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|398336|0x00000010|1,1,8,30|1|0|97142|908367491|70||1||||0||2||3017956707||||13300256311687443145|138554|1|||
186|any|9.184318595|1529916724.941765368|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|409600|0x00000010|1,1,8,30|1|0|1|908367515|40||1||||0||2||3017965275||||13300256311687443145|147122|1|||
187|any|9.184323137|1529916724.941769910|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|403968|0x00000010|1,1,8,30|1|0|99998|908367504|80||1||||0||2||3017962419||||13300256311687443145|144266|1|||
188|any|9.195609588|1529916724.953056361|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|409600|0x00000010|1,1,8,30|1|0|32845|908367515|78||1||||0||2||3017965275||||13300256311687443145|147122|1|||
189|any|9.205246972|1529916724.962693745|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|421376|0x00000010|1,1,8,30|1|0|1|908367539|40||1||||0||2||3017970987||||13300256311687443145|152834|1|||
190|any|9.208936609|1529916724.966383382|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|415232|0x00000010|1,1,8,30|1|0|35701|908367529|77||1||||0||2||3017965275||||13300256311687443145|147122|1|||
191|any|9.212515304|1529916724.969962077|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|427008|0x00000010|1,1,8,30|1|0|1|908367552|40||1||||0||2||3017973843||||13300256311687443145|155690|1|||
192|any|9.220986171|1529916724.978432944|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|421376|0x00000010|1,1,8,30|1|0|38557|908367539|85||1||||0||2||3017970987||||13300256311687443145|152834|1|||
193|any|9.234654086|1529916724.992100859|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|427008|0x00000010|1,1,8,30|1|0|41413|908367552|71||1||||0||2||3017973843||||13300256311687443145|155690|1|||
194|any|9.263856254|1529916725.021303027|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|41413|2856|1|908367632|400||1||||0||2|3017973843|3485921993|41413|5712||6246007917517119571|1|155690|194||
195|any|9.269628473|1529916725.027075246|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|44269|2856|1|908367634|400||1||||0||2||3485921993||||6246007917517122427|1|158546|194||
196|any|9.283733689|1529916725.041180462|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|47125|2856|1|908367652|547||1||||0||2|3017979555|3485921993|47125|5712||6246007917517125283|1|161402|196||
197|any|9.296003371|1529916725.053450144|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|49981|2856|1|908367655|547||1||||0||2||3485921993||||6246007917517128139|1|164258|196||
198|any|9.305738558|1529916725.063185331|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|52837|2856|1|908367669|555||1||||0||2|3017985267|3485921993|52837|2856||6246007917517130995|1|167114|198||
199|any|9.319211302|1529916725.076658075|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|55693|1428|1|908367688|565||1||||0||2|3017988123|3485921993|55693|1428||6246007917517133851|1|169970|199||
200|any|9.363789005|1529916725.121235778|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|908367703|40||1||||0||2||3017976699||||13300256311687443145|158546|1|||
201|any|9.363789898|1529916725.121236671|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|908367703|40||1||||0||2||3017979555||||13300256311687443145|161402|1|||
202|any|9.374705737|1529916725.132152510|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|432640|0x00000010|1,1,8,30|1|0|44269|908367695|63||1||||0||2||3017973843||||13300256311687443145|155690|1|||
203|any|9.382466291|1529916725.139913064|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|438272|0x00000010|1,1,8,30|1|0|47125|908367703|69||1||||0||2||3017979555||||13300256311687443145|161402|1|||
204|any|9.388516347|1529916725.145963120|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|449536|0x00000010|1,1,8,30|1|0|1|908367727|40||1||||0||2||3017982411||||13300256311687443145|164258|1|||
205|any|9.396389326|1529916725.153836099|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|443904|0x00000010|1,1,8,30|1|0|49981|908367716|64||1||||0||2||3017979555||||13300256311687443145|161402|1|||
206|any|9.397672736|1529916725.155119509|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|455680|0x00000010|1,1,8,30|1|0|1|908367737|40||1||||0||2||3017988123||||13300256311687443145|169970|1|||
207|any|9.407089863|1529916725.164536636|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|449536|0x00000010|1,1,8,30|1|0|52837|908367727|72||1||||0||2||3017985267||||13300256311687443145|167114|1|||
208|any|9.411489046|1529916725.168935819|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|458240|0x00000010|1,1,8,30|1|0|1|908367751|40||1||||0||2||3017989551||||13300256311687443145|171398|1|||
209|any|9.416209471|1529916725.173656244|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|455680|0x00000010|1,1,8,30|1|0|55693|908367737|68||1||||0||2||3017988123||||13300256311687443145|169970|1|||
210|any|9.428850279|1529916725.186297052|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|57121|1428|1|908367794|565||1||||0||2|3017989551|3485921993|57121|1428||6246007917517135279|1|171398|210||
211|any|9.431386242|1529916725.188833015|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|458240|0x00000010|1,1,8,30|1|0|57121|908367751|63||1||||0||2||3017989551||||13300256311687443145|171398|1|||
212|any|9.448708819|1529916725.206155592|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|58549|2856|1|908367816|684||1||||0||2|3017990979|3485921993|58549|2856||6246007917517136707|1|172826|212||
213|any|9.467293960|1529916725.224740733|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|99998|2856|1|908367836|681||1||||0||2|3017993835|3485921993|99998|5712||6246007917517139563|1|175682|213||
214|any|9.473011906|1529916725.230458679|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|102854|2856|1|908367838|681||1||||0||2||3485921993||||6246007917517142419|1|178538|213||
215|any|9.488130401|1529916725.245577174|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|105710|2856|1|908367856|695||1||||0||2|3017999547|3485921993|105710|5712||6246007917517145275|1|181394|215||
216|any|9.505506373|1529916725.262953146|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|108566|2856|1|908367859|695||1||||0||2||3485921993||||6246007917517148131|1|184250|215||
217|any|9.541506995|1529916725.298953768|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|461312|0x00000010|1,1,8,30|1|0|58549|908367861|67||1||||0||2||3017990979||||13300256311687443145|172826|1|||
218|any|9.541509264|1529916725.298956037|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|466944|0x00000010|1,1,8,30|1|0|1|908367881|40||1||||0||2||3017993835||||13300256311687443145|175682|1|||
219|any|9.576923576|1529916725.334370349|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|466944|0x00000010|1,1,8,30|1|0|61405|908367881|65||1||||0||2||3017993835||||13300256311687443145|175682|1|||
220|any|9.576925654|1529916725.334372427|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|478208|0x00000010|1,1,8,30|1|0|1|908367906|40||1||||0||2||3017996691||||13300256311687443145|178538|1|||
221|any|9.581706525|1529916725.339153298|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|472576|0x00000010|1,1,8,30|1|0|102854|908367900|64||1||||0||2||3017993835||||13300256311687443145|175682|1|||
