packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|expected_token|mptcpstream|recvtok
157|any|8.933201289|1529916724.690648062|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|344064|0x00000010|1,1,8,30|1|0|71438||1|
158|any|8.953328264|1529916724.710775037|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|349696|0x00000010|1,1,8,30|1|0|74294||1|
159|any|8.960995273|1529916724.718442046|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1||1|
160|any|8.960996240|1529916724.718443013|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1||1|
161|any|8.960997016|1529916724.718443789|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1||1|
162|any|8.960997582|1529916724.718444355|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1||1|
163|any|8.960998232|1529916724.718445005|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1||1|
164|any|8.964153474|1529916724.721600247|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|355328|0x00000010|1,1,8,30|1|0|77150||1|
165|any|8.968691264|1529916724.726138037|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1||1|
166|any|8.968692189|1529916724.726138962|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1||1|
167|any|8.979529915|1529916724.736976688|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|360960|0x00000010|1,1,8,30|1|0|80006||1|
168|any|8.989267172|1529916724.746713945|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|369664|0x00000010|1,1,8,30|1|0|82862||1|
169|any|9.031187475|1529916724.788634248|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|372736|0x00000010|1,1,8,30|1|0|84290||1|
170|any|9.034020545|1529916724.791467318|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|87146|2856|1||1|
171|any|9.039642796|1529916724.797089569|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|90002|2856|1||1|
172|any|9.042677828|1529916724.800124601|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|378368|0x00000010|1,1,8,30|1|0|87146||1|
173|any|9.052350020|1529916724.809796793|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|92858|1428|1||1|
174|any|9.058181443|1529916724.815628216|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|94286|2856|1||1|
175|any|9.069923419|1529916724.827370192|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|97142|2856|1||1|
176|any|9.083780261|1529916724.841227034|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|29989|2856|1||1|
177|any|9.094506533|1529916724.851953306|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|32845|2856|1||1|
178|any|9.107265449|1529916724.864712222|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|35701|2856|1||1|
179|any|9.118874471|1529916724.876321244|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|38557|2856|1||1|
180|any|9.145499043|1529916724.902945816|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|392704|0x00000010|1,1,8,30|1|0|1||1|
181|any|9.147828389|1529916724.905275162|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|384000|0x00000010|1,1,8,30|1|0|90002||1|
182|any|9.155934675|1529916724.913381448|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|389632|0x00000010|1,1,8,30|1|0|92858||1|
183|any|9.164554314|1529916724.922001087|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|403968|0x00000010|1,1,8,30|1|0|1||1|
184|any|9.165898299|1529916724.923345072|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|392704|0x00000010|1,1,8,30|1|0|94286||1|
185|any|9.170744454|1529916724.928191227|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|398336|0x00000010|1,1,8,30|1|0|97142||1|
186|any|9.184318595|1529916724.941765368|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|409600|0x00000010|1,1,8,30|1|0|1||1|
187|any|9.184323137|1529916724.941769910|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|403968|0x00000010|1,1,8,30|1|0|99998||1|
188|any|9.195609588|1529916724.953056361|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|409600|0x00000010|1,1,8,30|1|0|32845||1|
189|any|9.205246972|1529916724.962693745|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|421376|0x00000010|1,1,8,30|1|0|1||1|
190|any|9.208936609|1529916724.966383382|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|415232|0x00000010|1,1,8,30|1|0|35701||1|
191|any|9.212515304|1529916724.969962077|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|427008|0x00000010|1,1,8,30|1|0|1||1|
192|any|9.220986171|1529916724.978432944|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|421376|0x00000010|1,1,8,30|1|0|38557||1|
193|any|9.234654086|1529916724.992100859|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|427008|0x00000010|1,1,8,30|1|0|41413||1|
194|any|9.263856254|1529916725.021303027|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|41413|2856|1||1|
195|any|9.269628473|1529916725.027075246|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|44269|2856|1||1|
196|any|9.283733689|1529916725.041180462|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|47125|2856|1||1|
197|any|9.296003371|1529916725.053450144|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|49981|2856|1||1|
198|any|9.305738558|1529916725.063185331|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|52837|2856|1||1|
199|any|9.319211302|1529916725.076658075|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|55693|1428|1||1|
200|any|9.363789005|1529916725.121235778|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1||1|
201|any|9.363789898|1529916725.121236671|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1||1|
202|any|9.374705737|1529916725.132152510|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|432640|0x00000010|1,1,8,30|1|0|44269||1|
203|any|9.382466291|1529916725.139913064|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|438272|0x00000010|1,1,8,30|1|0|47125||1|
204|any|9.388516347|1529916725.145963120|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|449536|0x00000010|1,1,8,30|1|0|1||1|
205|any|9.396389326|1529916725.153836099|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|443904|0x00000010|1,1,8,30|1|0|49981||1|
206|any|9.397672736|1529916725.155119509|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|455680|0x00000010|1,1,8,30|1|0|1||1|
207|any|9.407089863|1529916725.164536636|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|449536|0x00000010|1,1,8,30|1|0|52837||1|
208|any|9.411489046|1529916725.168935819|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|458240|0x00000010|1,1,8,30|1|0|1||1|
209|any|9.416209471|1529916725.173656244|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|455680|0x00000010|1,1,8,30|1|0|55693||1|
210|any|9.428850279|1529916725.186297052|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|57121|1428|1||1|
211|any|9.431386242|1529916725.188833015|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|458240|0x00000010|1,1,8,30|1|0|57121||1|
212|any|9.448708819|1529916725.206155592|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|58549|2856|1||1|
213|any|9.467293960|1529916725.224740733|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|99998|2856|1||1|
214|any|9.473011906|1529916725.230458679|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|102854|2856|1||1|
215|any|9.488130401|1529916725.245577174|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|105710|2856|1||1|
216|any|9.505506373|1529916725.262953146|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|108566|2856|1||1|
217|any|9.541506995|1529916725.298953768|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|461312|0x00000010|1,1,8,30|1|0|58549||1|
218|any|9.541509264|1529916725.298956037|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|466944|0x00000010|1,1,8,30|1|0|1||1|
219|any|9.576923576|1529916725.334370349|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|466944|0x00000010|1,1,8,30|1|0|61405||1|
220|any|9.576925654|1529916725.334372427|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|478208|0x00000010|1,1,8,30|1|0|1||1|
221|any|9.581706525|1529916725.339153298|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|472576|0x00000010|1,1,8,30|1|0|102854||1|
222|any|9.587883445|1529916725.345330218|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|478208|0x00000010|1,1,8,30|1|0|105710||1|
223|any|9.590632170|1529916725.348078943|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|111422|2856|1||1|
224|any|9.597853412|1529916725.355300185|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|114278|2856|1||1|
225|any|9.600277683|1529916725.357724456|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|484352|0x00000010|1,1,8,30|1|0|108566||1|
226|any|9.608155149|1529916725.365601922|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|489984|0x00000010|1,1,8,30|1|0|1||1|
227|any|9.610424600|1529916725.367871373|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|117134|2856|1||1|
228|any|9.621727610|1529916725.379174383|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|119990|2856|1||1|
229|any|9.632604822|1529916725.390051595|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|122846|2856|1||1|
230|any|9.637990586|1529916725.395437359|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|489984|0x00000010|1,1,8,30|1|0|111422||1|
231|any|9.644942600|1529916725.402389373|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|125702|2856|1||1|
232|any|9.670115403|1529916725.427562176|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|128558|2856|1||1|
233|any|9.677412859|1529916725.434859632|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|131414|2856|1||1|
234|any|9.700340102|1529916725.457786875|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|501248|0x00000010|1,1,8,30|1|0|1||1|
235|any|9.718809977|1529916725.476256750|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|512512|0x00000010|1,1,8,30|1|0|1||1|
236|any|9.720134283|1529916725.477581056|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|495616|0x00000010|1,1,8,30|1|0|114278||1|
237|any|9.730724022|1529916725.488170795|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|501248|0x00000010|1,1,8,30|1|0|117134||1|
238|any|9.736590810|1529916725.494037583|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|506880|0x00000010|1,1,8,30|1|0|119990||1|
239|any|9.738857584|1529916725.496304357|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|512512|0x00000010|1,1,8,30|1|0|122846||1|
240|any|9.742260180|1529916725.499706953|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|524288|0x00000010|1,1,8,30|1|0|1||1|
241|any|9.750880815|1529916725.508327588|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|518656|0x00000010|1,1,8,30|1|0|125702||1|
242|any|9.759572713|1529916725.517019486|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|134270|2856|1||1|
243|any|9.761118389|1529916725.518565162|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|524288|0x00000010|1,1,8,30|1|0|128558||1|
244|any|9.765912278|1529916725.523359051|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30|137126|1428|1||1|
245|any|9.773696463|1529916725.531143236|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|138554|1428|1||1|
246|any|9.781385128|1529916725.538831901|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|529920|0x00000010|1,1,8,30|1|0|131414||1|
247|any|9.788690178|1529916725.546136951|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|139982|2856|1||1|
248|any|9.788878217|1529916725.546324990|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|535552|0x00000010|1,1,8,30|1|0|134270||1|
249|any|9.795187568|1529916725.552634341|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|142838|2856|1||1|
250|any|9.806424969|1529916725.563871742|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|145694|2856|1||1|
251|any|9.819633217|1529916725.577079990|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|148550|2856|1||1|
252|any|9.831495601|1529916725.588942374|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|151406|2856|1||1|
253|any|9.843027995|1529916725.600474768|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|154262|2856|1||1|
254|any|9.855475704|1529916725.612922477|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|157118|2856|1||1|
255|any|9.867965099|1529916725.625411872|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|159974|2856|1||1|
256|any|9.870272730|1529916725.627719503|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30,1,1|1|2856|1||1|
257|any|9.877644708|1529916725.635091481|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30|2857|2856|1||1|
258|any|9.877647831|1529916725.635094604|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|538624|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
259|any|9.888354855|1529916725.645801628|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30,1,1|7141|2856|1||1|
260|any|9.901104393|1529916725.658551166|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30|9997|2856|1||1|
261|any|9.901107143|1529916725.658553916|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|547328|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
262|any|9.920817624|1529916725.678264397|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|558592|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
263|any|9.930185825|1529916725.687632598|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|162830|2856|1||1|
264|any|9.933407533|1529916725.690854306|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|564224|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
265|any|9.936417213|1529916725.693863986|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|165686|1428|1||1|
266|any|9.944687303|1529916725.702134076|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|569856|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
267|any|9.947594177|1529916725.705040950|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|167114|1428|1||1|
268|any|9.952656432|1529916725.710103205|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|598528|0x00000010|1,1,8,1,1,5,30|1|0|5713||1|
269|any|9.960354388|1529916725.717801161|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|581120|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
270|any|9.965522673|1529916725.722969446|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|609792|0x00000010|1,1,8,1,1,5,30|1|0|5713||1|
271|any|9.967899533|1529916725.725346306|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|168542|2856|1||1|
272|any|9.968612858|1529916725.726059631|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|592896|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
273|any|9.973713558|1529916725.731160331|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|171398|2856|1||1|
274|any|9.983597441|1529916725.741044214|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|604160|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
275|any|9.985785495|1529916725.743232268|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|174254|2856|1||1|
276|any|9.998456340|1529916725.755903113|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|177110|2856|1||1|
277|any|10.011629962|1529916725.769076735|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|179966|2856|1||1|
278|any|10.021872255|1529916725.779319028|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|182822|2856|1||1|
279|any|10.034003316|1529916725.791450089|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|185678|2856|1||1|
280|any|10.043535766|1529916725.800982539|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|615424|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
281|any|10.048150351|1529916725.805597124|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|188534|2856|1||1|
282|any|10.051548202|1529916725.808994975|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|618496|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
283|any|10.058301322|1529916725.815748095|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|191390|2856|1||1|
284|any|10.061092371|1529916725.818539144|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|621568|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
285|any|10.070721106|1529916725.828167879|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|194246|2856|1||1|
286|any|10.081843578|1529916725.839290351|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|627200|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
287|any|10.084155021|1529916725.841601794|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|197102|2856|1||1|
288|any|10.088902898|1529916725.846349671|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|632832|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
289|any|10.094912137|1529916725.852358910|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|199958|2856|1||1|
290|any|10.100391951|1529916725.857838724|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|638464|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
291|any|10.107889908|1529916725.865336681|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|202814|2856|1||1|
292|any|10.114021243|1529916725.871468016|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|644096|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
293|any|10.119269800|1529916725.876716573|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|205670|2856|1||1|
294|any|10.126203305|1529916725.883650078|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|650240|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
295|any|10.132190235|1529916725.889637008|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|208526|1428|1||1|
296|any|10.137340106|1529916725.894786879|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|655872|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
297|any|10.141845157|1529916725.899291930|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|209954|2856|1||1|
298|any|10.147982632|1529916725.905429405|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|661504|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
299|any|10.150246621|1529916725.907693394|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|212810|1428|1||1|
300|any|10.160410369|1529916725.917857142|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|61405|2856|1||1|
301|any|10.162748238|1529916725.920195011|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|667136|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
302|any|10.167276425|1529916725.924723198|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|64261|2856|1||1|
303|any|10.172921323|1529916725.930368096|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|672768|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
304|any|10.185608921|1529916725.943055694|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|69973|2856|1||1|
305|any|10.185607621|1529916725.943054394|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|678400|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
306|any|10.195912280|1529916725.953359053|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|684544|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
307|any|10.208199334|1529916725.965646107|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|72829|2856|1||1|
308|any|10.210547316|1529916725.967994089|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|690176|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
309|any|10.215574001|1529916725.973020774|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|75685|2856|1||1|
310|any|10.221399937|1529916725.978846710|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|695808|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
311|any|10.234509119|1529916725.991955892|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|78541|2856|1||1|
312|any|10.234508135|1529916725.991954908|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|701440|0x00000010|1,1,8,1,1,5,30|1|0|134270||1|
313|any|10.241860151|1529916725.999306924|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|81397|2856|1||1|
