packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
140|any|8.819287453|1529916724.57673|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|292352|0x00000010|1,1,8,30|1|0|45734|65|65||1||||0||28598|1
141|any|8.822120214|1529916724.57957|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|68582|2856|1|242|242||1||||0||1|112850
142|any|8.827218618|1529916724.58467|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|297984|0x00000010|1,1,8,30|1|0|48590|71|71||1||||0||28598|1
143|any|8.8417781|1529916724.59923|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|71438|2856|1|256|256||1||||0||1|115706
144|any|8.847496681|1529916724.60494|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|74294|2856|1|256|256||1||||0||1|118562
145|any|8.857294677|1529916724.61474|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|304128|0x00000010|1,1,8,30|1|0|51446|75|75||1||||0||28598|1
146|any|8.862640382|1529916724.62009|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|309760|0x00000010|1,1,8,30|1|0|54302|71|71||1||||0||28598|1
147|any|8.867595758|1529916724.62504|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|77150|2856|1|273|273||1||||0||1|121418
148|any|8.874863655|1529916724.63231|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|80006|2856|1|273|273||1||||0||1|124274
149|any|8.877795791|1529916724.63524|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|315392|0x00000010|1,1,8,30|1|0|57158|64|64||1||||0||28598|1
150|any|8.887879789|1529916724.64533|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|321024|0x00000010|1,1,8,30|1|0|60014|73|73||1||||0||28598|1
151|any|8.89782076|1529916724.65527|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30,1,1|1|1428|1|277|277||1||||0||1|28598
152|any|8.90315912|1529916724.66061|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|326656|0x00000010|1,1,8,30|1|0|62870|66|66||1||||0||28598|1
153|any|8.912916917|1529916724.67036|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|332288|0x00000010|1,1,8,30|1|0|65726|71|71||1||||0||28598|1
154|any|8.916452282|1529916724.6739|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30,1,1|82862|1428|1|300|300||1||||0||1|127130
155|any|8.926535155|1529916724.68398|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|337920|0x00000010|1,1,8,30|1|0|68582|71|71||1||||0||28598|1
156|any|8.929299424|1529916724.68675|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|84290|2856|1|300|300||1||||0||1|128558
157|any|8.933201289|1529916724.69065|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|344064|0x00000010|1,1,8,30|1|0|71438|73|73||1||||0||28598|1
158|any|8.953328264|1529916724.71078|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|349696|0x00000010|1,1,8,30|1|0|74294|69|69||1||||0||28598|1
159|any|8.960995273|1529916724.71844|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||31454|1
160|any|8.96099624|1529916724.71844|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||34310|1
161|any|8.960997016|1529916724.71844|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||35738|1
162|any|8.960997582|1529916724.71844|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||38594|1
163|any|8.960998232|1529916724.71845|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|364032|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||121418|1
164|any|8.964153474|1529916724.7216|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|355328|0x00000010|1,1,8,30|1|0|77150|68|68||1||||0||28598|1
165|any|8.968691264|1529916724.72614|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||124274|1
166|any|8.968692189|1529916724.72614|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|369664|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||127130|1
167|any|8.979529915|1529916724.73698|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|360960|0x00000010|1,1,8,30|1|0|80006|71|71||1||||0||28598|1
168|any|8.989267172|1529916724.74671|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|369664|0x00000010|1,1,8,30|1|0|82862|71|71||1||||0||127130|1
169|any|9.031187475|1529916724.78863|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|372736|0x00000010|1,1,8,30|1|0|84290|65|65||1||||0||128558|1
170|any|9.034020545|1529916724.79147|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|87146|2856|1|300|300||1||||0||1|131414
171|any|9.039642796|1529916724.79709|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|90002|2856|1|300|300||1||||0||1|134270
172|any|9.042677828|1529916724.80012|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|378368|0x00000010|1,1,8,30|1|0|87146|65|65||1||||0||128558|1
173|any|9.05235002|1529916724.8098|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|92858|1428|1|300|300||1||||0||1|137126
174|any|9.058181443|1529916724.81563|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|94286|2856|1|434|434||1||||0||1|138554
175|any|9.069923419|1529916724.82737|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|97142|2856|1|434|434||1||||0||1|141410
176|any|9.083780261|1529916724.84123|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|29989|2856|1|383|383||1||||0||1|144266
177|any|9.094506533|1529916724.85195|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|32845|2856|1|382|382||1||||0||1|147122
178|any|9.107265449|1529916724.86471|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|35701|2856|1|382|382||1||||0||1|149978
179|any|9.118874471|1529916724.87632|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|38557|2856|1|387|387||1||||0||1|152834
180|any|9.145499043|1529916724.90295|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|392704|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||131414|1
181|any|9.147828389|1529916724.90528|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|384000|0x00000010|1,1,8,30|1|0|90002|169|169||1||||0||128558|1
182|any|9.155934675|1529916724.91338|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|389632|0x00000010|1,1,8,30|1|0|92858|70|70||1||||0||128558|1
183|any|9.164554314|1529916724.922|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|403968|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||144266|1
184|any|9.165898299|1529916724.92335|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|392704|0x00000010|1,1,8,30|1|0|94286|77|77||1||||0||138554|1
185|any|9.170744454|1529916724.92819|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|398336|0x00000010|1,1,8,30|1|0|97142|70|70||1||||0||138554|1
186|any|9.184318595|1529916724.94177|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|409600|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||147122|1
187|any|9.184323137|1529916724.94177|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|403968|0x00000010|1,1,8,30|1|0|99998|80|80||1||||0||144266|1
188|any|9.195609588|1529916724.95306|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|409600|0x00000010|1,1,8,30|1|0|32845|78|78||1||||0||147122|1
189|any|9.205246972|1529916724.96269|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|421376|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||152834|1
190|any|9.208936609|1529916724.96638|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|415232|0x00000010|1,1,8,30|1|0|35701|77|77||1||||0||147122|1
191|any|9.212515304|1529916724.96996|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|427008|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||155690|1
192|any|9.220986171|1529916724.97843|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|421376|0x00000010|1,1,8,30|1|0|38557|85|85||1||||0||152834|1
193|any|9.234654086|1529916724.9921|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|427008|0x00000010|1,1,8,30|1|0|41413|71|71||1||||0||155690|1
194|any|9.263856254|1529916725.0213|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|41413|2856|1|400|400||1||||0||1|155690
195|any|9.269628473|1529916725.02708|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|44269|2856|1|400|400||1||||0||1|158546
196|any|9.283733689|1529916725.04118|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|47125|2856|1|547|547||1||||0||1|161402
197|any|9.296003371|1529916725.05345|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|49981|2856|1|547|547||1||||0||1|164258
198|any|9.305738558|1529916725.06319|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|52837|2856|1|555|555||1||||0||1|167114
199|any|9.319211302|1529916725.07666|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|55693|1428|1|565|565||1||||0||1|169970
200|any|9.363789005|1529916725.12124|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||158546|1
201|any|9.363789898|1529916725.12124|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|438272|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||161402|1
202|any|9.374705737|1529916725.13215|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|432640|0x00000010|1,1,8,30|1|0|44269|63|63||1||||0||155690|1
203|any|9.382466291|1529916725.13991|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|438272|0x00000010|1,1,8,30|1|0|47125|69|69||1||||0||161402|1
204|any|9.388516347|1529916725.14596|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|449536|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||164258|1
205|any|9.396389326|1529916725.15384|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|443904|0x00000010|1,1,8,30|1|0|49981|64|64||1||||0||161402|1
206|any|9.397672736|1529916725.15512|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|455680|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||169970|1
207|any|9.407089863|1529916725.16454|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|449536|0x00000010|1,1,8,30|1|0|52837|72|72||1||||0||167114|1
208|any|9.411489046|1529916725.16894|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|458240|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||171398|1
209|any|9.416209471|1529916725.17366|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|455680|0x00000010|1,1,8,30|1|0|55693|68|68||1||||0||169970|1
210|any|9.428850279|1529916725.1863|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|57121|1428|1|565|565||1||||0||1|171398
211|any|9.431386242|1529916725.18883|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|458240|0x00000010|1,1,8,30|1|0|57121|63|63||1||||0||171398|1
212|any|9.448708819|1529916725.20616|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|58549|2856|1|684|684||1||||0||1|172826
213|any|9.46729396|1529916725.22474|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|99998|2856|1|681|681||1||||0||1|175682
214|any|9.473011906|1529916725.23046|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|102854|2856|1|681|681||1||||0||1|178538
215|any|9.488130401|1529916725.24558|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|105710|2856|1|695|695||1||||0||1|181394
216|any|9.505506373|1529916725.26295|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|108566|2856|1|695|695||1||||0||1|184250
217|any|9.541506995|1529916725.29895|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|461312|0x00000010|1,1,8,30|1|0|58549|67|67||1||||0||172826|1
218|any|9.541509264|1529916725.29896|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|466944|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||175682|1
219|any|9.576923576|1529916725.33437|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|466944|0x00000010|1,1,8,30|1|0|61405|65|65||1||||0||175682|1
220|any|9.576925654|1529916725.33437|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|478208|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||178538|1
221|any|9.581706525|1529916725.33915|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|472576|0x00000010|1,1,8,30|1|0|102854|64|64||1||||0||175682|1
222|any|9.587883445|1529916725.34533|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|478208|0x00000010|1,1,8,30|1|0|105710|68|68||1||||0||181394|1
223|any|9.59063217|1529916725.34808|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|111422|2856|1|700|700||1||||0||1|187106
224|any|9.597853412|1529916725.3553|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|114278|2856|1|700|700||1||||0||1|189962
225|any|9.600277683|1529916725.35772|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|484352|0x00000010|1,1,8,30|1|0|108566|64|64||1||||0||181394|1
226|any|9.608155149|1529916725.3656|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|489984|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||184250|1
227|any|9.6104246|1529916725.36787|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|117134|2856|1|781|781||1||||0||1|192818
228|any|9.62172761|1529916725.37917|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|119990|2856|1|781|781||1||||0||1|195674
229|any|9.632604822|1529916725.39005|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|122846|2856|1|787|787||1||||0||1|198530
230|any|9.637990586|1529916725.39544|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|489984|0x00000010|1,1,8,30|1|0|111422|77|77||1||||0||187106|1
231|any|9.6449426|1529916725.40239|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|125702|2856|1|787|787||1||||0||1|201386
232|any|9.670115403|1529916725.42756|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|128558|2856|1|791|791||1||||0||1|204242
233|any|9.677412859|1529916725.43486|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|131414|2856|1|791|791||1||||0||1|207098
234|any|9.700340102|1529916725.45779|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|501248|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||189962|1
235|any|9.718809977|1529916725.47626|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|512512|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||195674|1
236|any|9.720134283|1529916725.47758|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|495616|0x00000010|1,1,8,30|1|0|114278|66|66||1||||0||187106|1
237|any|9.730724022|1529916725.48817|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|501248|0x00000010|1,1,8,30|1|0|117134|69|69||1||||0||192818|1
238|any|9.73659081|1529916725.49404|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|506880|0x00000010|1,1,8,30|1|0|119990|74|74||1||||0||192818|1
239|any|9.738857584|1529916725.4963|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|512512|0x00000010|1,1,8,30|1|0|122846|79|79||1||||0||198530|1
240|any|9.74226018|1529916725.49971|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|524288|0x00000010|1,1,8,30|1|0|1|40|40||1||||0||201386|1
241|any|9.750880815|1529916725.50833|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|518656|0x00000010|1,1,8,30|1|0|125702|76|76||1||||0||198530|1
242|any|9.759572713|1529916725.51702|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|134270|2856|1|791|791||1||||0||1|209954
243|any|9.761118389|1529916725.51857|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|524288|0x00000010|1,1,8,30|1|0|128558|86|86||1||||0||204242|1
244|any|9.765912278|1529916725.52336|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30|137126|1428|1|791|791||1||||0||1|212810
245|any|9.773696463|1529916725.53114|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|138554|1428|1|791|791||1||||0||1|214238
246|any|9.781385128|1529916725.53883|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|529920|0x00000010|1,1,8,30|1|0|131414|92|92||1||||0||204242|1
247|any|9.788690178|1529916725.54614|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|139982|2856|1|914|914||1||||0||1|215666
248|any|9.788878217|1529916725.54633|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|535552|0x00000010|1,1,8,30|1|0|134270|98|98||1||||0||209954|1
249|any|9.795187568|1529916725.55263|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|142838|2856|1|914|914||1||||0||1|218522
250|any|9.806424969|1529916725.56387|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|145694|2856|1|916|916||1||||0||1|221378
251|any|9.819633217|1529916725.57708|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|148550|2856|1|916|916||1||||0||1|224234
252|any|9.831495601|1529916725.58894|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|151406|2856|1|923|923||1||||0||1|227090
253|any|9.843027995|1529916725.60048|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|154262|2856|1|923|923||1||||0||1|229946
254|any|9.855475704|1529916725.61292|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|157118|2856|1|920|920||1||||0||1|232802
255|any|9.867965099|1529916725.62541|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|159974|2856|1|920|920||1||||0||1|235658
256|any|9.87027273|1529916725.62772|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30,1,1|1|2856|1|52|52||1||||0||1|238514
257|any|9.877644708|1529916725.63509|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30|2857|2856|1|52|52||1||||0||1|241370
258|any|9.877647831|1529916725.63509|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|538624|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
259|any|9.888354855|1529916725.6458|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30,1,1|7141|2856|1|52|52||1||||0||1|245654
260|any|9.901104393|1529916725.65855|11.0.0.1|10.0.0.2|11.0.0.1|10.0.0.2|7|50007|5201|117248|0x00000010|1,1,8,30|9997|2856|1|52|52||1||||0||1|248510
261|any|9.901107143|1529916725.65855|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|547328|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
262|any|9.920817624|1529916725.67826|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|558592|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
263|any|9.930185825|1529916725.68763|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|162830|2856|1|988|988||1||||0||1|252794
264|any|9.933407533|1529916725.69085|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|564224|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
265|any|9.936417213|1529916725.69386|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|165686|1428|1|988|988||1||||0||1|255650
266|any|9.944687303|1529916725.70213|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|569856|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
267|any|9.947594177|1529916725.70504|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|167114|1428|1|988|988||1||||0||1|257078
268|any|9.952656432|1529916725.7101|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|598528|0x00000010|1,1,8,1,1,5,30|1|0|5713|50|50||1||||0||209954|1
269|any|9.960354388|1529916725.7178|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|581120|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
270|any|9.965522673|1529916725.72297|10.0.0.2|11.0.0.1|10.0.0.2|11.0.0.1|7|5201|50007|609792|0x00000010|1,1,8,1,1,5,30|1|0|5713|50|50||1||||0||209954|1
271|any|9.967899533|1529916725.72535|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|168542|2856|1|1023|1023||1||||0||1|258506
272|any|9.968612858|1529916725.72606|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|592896|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
273|any|9.973713558|1529916725.73116|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|171398|2856|1|1023|1023||1||||0||1|261362
274|any|9.983597441|1529916725.74104|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|604160|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
275|any|9.985785495|1529916725.74323|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|174254|2856|1|1031|1031||1||||0||1|264218
276|any|9.99845634|1529916725.7559|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|177110|2856|1|1031|1031||1||||0||1|267074
277|any|10.011629962|1529916725.76908|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|179966|2856|1|1005|1005||1||||0||1|269930
278|any|10.021872255|1529916725.77932|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|182822|2856|1|1014|1014||1||||0||1|272786
279|any|10.034003316|1529916725.79145|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|185678|2856|1|1014|1014||1||||0||1|275642
280|any|10.043535766|1529916725.80098|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|615424|0x00000010|1,1,8,1,1,5,30|1|0|134270|98|98||1||||0||209954|1
